geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,1990,Animals slaughtered,Sheep & goats,89314,1000
China,1990,Crop production,Apples,4319,1000 tons
China,1990,Crop production,Bananas,1456,1000 tons
China,1990,Crop production,Citrus,4855,1000 tons
China,1990,Crop production,Corn,96820.7474,1000 tons
China,1990,Crop production,Cotton,4508,1000 tons
China,1990,Crop production,Dates,423,1000 tons
China,1990,Crop production,Early rice,51649,1000 tons
China,1990,Crop production,Fruit,18744.222,1000 tons
China,1990,Crop production,Grain,446243,1000 tons
China,1990,Crop production,Grapes,859,1000 tons
China,1990,Crop production,Late rice,50438,1000 tons
China,1990,Crop production,Middle rice,89661,1000 tons
China,1990,Crop production,Millet,4575,1000 tons
China,1990,Crop production,Oil crops,16132,1000 tons
China,1990,Crop production,Peanuts,6368,1000 tons
China,1990,Crop production,Pears,2353,1000 tons
China,1990,Crop production,Pineapple,462,1000 tons
China,1990,Crop production,Rapeseed,6958,1000 tons
China,1990,Crop production,Rice,189331,1000 tons
China,1990,Crop production,Sesame seed,469,1000 tons
China,1990,Crop production,Sorghum,5675,1000 tons
China,1990,Crop production,Soybeans,11000,1000 tons
China,1990,Crop production,Sugar beets,14525,1000 tons
China,1990,Crop production,Sugar cane,57620,1000 tons
China,1990,Crop production,Sunflowerseed,1339,1000 tons
China,1990,Crop production,Tea,540,1000 tons
China,1990,Crop production,Tobacco,2627,1000 tons
China,1990,Crop production,Tubers,27432,1000 tons
China,1990,Crop production,Wheat ,98219.8285,1000 tons
China,1990,Crop sown area,Apples,1633,1000 hectares
China,1990,Crop sown area,Bananas,108,1000 hectares
China,1990,Crop sown area,Citrus,1061,1000 hectares
China,1990,Crop sown area,Corn,21401.4666666667,1000 hectares
China,1990,Crop sown area,Cotton,5588.13333333333,1000 hectares
China,1990,Crop sown area,Early rice,9417.6,1000 hectares
China,1990,Crop sown area,Fiber crops,495.133333333333,1000 hectares
China,1990,Crop sown area,Fruit orchards,5178,1000 hectares
China,1990,Crop sown area,Grain,113466,1000 hectares
China,1990,Crop sown area,Grapes,122,1000 hectares
China,1990,Crop sown area,Late rice,9838.66666666667,1000 hectares
China,1990,Crop sown area,Middle rice,13808.2,1000 hectares
China,1990,Crop sown area,Millet,2278.46666666667,1000 hectares
China,1990,Crop sown area,Oil crops,10900.1333333333,1000 hectares
China,1990,Crop sown area,Peanuts,2907.06666666667,1000 hectares
China,1990,Crop sown area,Pears,480,1000 hectares
China,1990,Crop sown area,Rapeseed,5503.46666666667,1000 hectares
China,1990,Crop sown area,Rice,33064.4666666667,1000 hectares
China,1990,Crop sown area,Sesame seed,668.933333333333,1000 hectares
China,1990,Crop sown area,Sorghum,1544.86666666667,1000 hectares
China,1990,Crop sown area,Soybeans,7559.6,1000 hectares
China,1990,Crop sown area,Sugar beets,670.333333333333,1000 hectares
China,1990,Crop sown area,Sugar cane,1008.8,1000 hectares
China,1990,Crop sown area,Sunflowerseed,712.666666666667,1000 hectares
China,1990,Crop sown area,Tea,1061.33333333333,1000 hectares
China,1990,Crop sown area,Tobacco,1592.6,1000 hectares
China,1990,Crop sown area,Total sown area,148363,1000 hectares
China,1990,Crop sown area,Tubers,9120.73333333333,1000 hectares
China,1990,Crop sown area,Vegetables,6338.33333333333,1000 hectares
China,1990,Crop sown area,Wheat ,30753.2,1000 hectares
China,1990,Government expenditures on agriculture,Ag production & operating expenses,22.176,Billion yuan
China,1990,Government expenditures on agriculture,Capital construction,6.671,Billion yuan
China,1990,Government expenditures on agriculture,Rural relief funds,1.626,Billion yuan
China,1990,Government expenditures on agriculture,Science & technology promotion & trials,0.311,Billion yuan
China,1990,Government expenditures on agriculture,Total government expenditures for agriculture,30.784,Billion yuan
China,1990,Industrial output of selected products,Beer,692,10000 Kiloliters
China,1990,Industrial output of selected products,Canned food,1571,1000 tons
China,1990,Industrial output of selected products,Chemical fertilizers,18797,1000 tons
China,1990,Industrial output of selected products,Chemical fibers,1654.2,1000 tons
China,1990,Industrial output of selected products,Chemical pesticides,228,1000 tons
China,1990,Industrial output of selected products,Cigarettes,32980,1000 cases
China,1990,Industrial output of selected products,Cloth,18876,Million meters
China,1990,Industrial output of selected products,Cotton cloth,10820,Million meters
China,1990,Industrial output of selected products,Edible vegetable oils,5440,1000 tons
China,1990,Industrial output of selected products,Electricity,621.2,Billion kwh
China,1990,Industrial output of selected products,Household refrigerators,4630.6,1000 units
China,1990,Industrial output of selected products,Knitting wool,238,1000 tons
China,1990,Industrial output of selected products,Machine-made paper & paperboard ,13720,1000 tons
China,1990,Industrial output of selected products,Nitrogen fertilizer,14636,1000 tons
China,1990,Industrial output of selected products,Phosphate fertilizer,4114,1000 tons
China,1990,Industrial output of selected products,Silk,56.6,1000 tons
China,1990,Industrial output of selected products,Sugar,5820,1000 tons
China,1990,Industrial output of selected products,"Tractors, large and medium",39.4,1000 tons
China,1990,Industrial output of selected products,Woolen piece goods,295.05,Million meters
China,1990,Industrial output of selected products,Yarn,4625.8,1000 tons
China,1990,Livestock inventories,Buffalo,21690,1000
China,1990,Livestock inventories,Camels,463,1000
China,1990,Livestock inventories,Cattle & buffalo,102884,1000
China,1990,Livestock inventories,Dairy cattle,2691,1000
China,1990,Livestock inventories,Donkeys,11198,1000
China,1990,Livestock inventories,Hogs,362408,1000
China,1990,Livestock inventories,Horses,10174,1000
China,1990,Livestock inventories,Large animals,130213,1000
China,1990,Livestock inventories,Mules,5494,1000
China,1990,Livestock inventories,Sheep & goats,210021,1000
China,1990,Livestock inventories,Yellow cattle,78503,1000
China,1990,Livestock products,Aquatic products,12370,1000 tons
China,1990,Livestock products,Beef ,1256,1000 tons
China,1990,Livestock products,Cow milk,4157,1000 tons
China,1990,Livestock products,Eggs,7946,1000 tons
China,1990,Livestock products,Meat,25135,1000 tons
China,1990,Livestock products,Mutton,1068,1000 tons
China,1990,Livestock products,Other milk,594,1000 tons
China,1990,Livestock products,Pork ,22811,1000 tons
China,1990,Livestock products,Poultry,3229,1000 tons
China,1990,Macroeconomic data,Exchange rate,4.7832,Yuan per US$
China,1990,Macroeconomic data,"Exports: Edible oils, fats & waxes",161,Million U.S. dollars
China,1990,Macroeconomic data,Exports: Food & live animals used for food,6609,Million U.S. dollars
China,1990,Macroeconomic data,Exports: Tobacco & beverages,342,Million U.S. dollars
China,1990,Macroeconomic data,GDP per capita,1644.466774,Yuan
China,1990,Macroeconomic data,GDP: Primary industry,506.2,Billion yuan
China,1990,Macroeconomic data,Gross domestic product,1866.782238,Billion yuan
China,1990,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",766.209,Billion yuan
China,1990,Macroeconomic data,Gross output value: Animal husbandry,1967,100 mil. yuan
China,1990,Macroeconomic data,Gross output value: Crops,4954.26,100 mil. yuan
China,1990,Macroeconomic data,Gross output value: Fisheries,410.56,100 mil. yuan
China,1990,Macroeconomic data,Gross output value: Forestry,330.27,100 mil. yuan
China,1990,Macroeconomic data,"Imports: Edible oils, fats & waxes",982,Million U.S. dollars
China,1990,Macroeconomic data,Imports: Food & live animals used for food,3335,Million U.S. dollars
China,1990,Macroeconomic data,Imports: Tobacco & beverages,157,Million U.S. dollars
China,1990,Macroeconomic data,Population,114333,10000
China,1990,Macroeconomic data,Rural employment,42009.5,10000
China,1990,Macroeconomic data,"Rural employment in farming, forestry, fisheries",33336.4,10000
China,1990,Macroeconomic data,Rural population,84142,10000
China,1990,Macroeconomic data,Total employment,64749,10000
China,1990,Macroeconomic data,Total exports (million),62090,Million U.S. dollars
China,1990,Macroeconomic data,Total imports (million),53350,Million U.S. dollars
China,1990,Macroeconomic data,Total wages (100 million yuan),2951.1,100 mil. yuan
China,1990,Macroeconomic data,Urban population,30195,10000
China,1990,Price indexes,Ag input purchase price index,105.5,Previous year=100
China,1990,Price indexes,Ag input: Chemical fertilizer,103.5,Previous year=100
China,1990,Price indexes,Ag input: Farm machinery,105.3,Previous year=100
China,1990,Price indexes,Ag input: Oil for fam machinery,101.5,Previous year=100
China,1990,Price indexes,Ag input: Pesticides,105.7,Previous year=100
China,1990,Price indexes,Ag input: Small farm tools,106.5,Previous year=100
China,1990,Price indexes,Ag product farm price: Corn,97.6,Previous year=100
China,1990,Price indexes,Ag product farm price: Cotton,129.1,Previous year=100
China,1990,Price indexes,Ag product farm price: Eggs,99.9,Previous year=100
China,1990,Price indexes,Ag product farm price: Livestock & poultry,92.3,Previous year=100
China,1990,Price indexes,Ag product farm price: Oilseeds,101.1,Previous year=100
China,1990,Price indexes,Ag product farm price: Pigs,92.9,Previous year=100
China,1990,Price indexes,Ag product farm price: Rice paddy,92.6,Previous year=100
China,1990,Price indexes,Ag product farm price: Soybean,98.4,Previous year=100
China,1990,Price indexes,Ag product farm price: Sugar,107.2,Previous year=100
China,1990,Price indexes,Ag product farm price: Vegetables,96.3,Previous year=100
China,1990,Price indexes,Ag product farm price: Wheat,92,Previous year=100
China,1990,Price indexes,Ag product purchase price index,97.4,Previous year=100
China,1990,Price indexes,Consumer price index,165.2,1985=100
China,1990,Price indexes,Consumer price index,103.1,Previous year=100
China,1990,Price indexes,CPI: Alcohol beverages,100.9,Previous year=100
China,1990,Price indexes,CPI: Edible oils,107.5,Previous year=100
China,1990,Price indexes,CPI: Fish & shrimp,99.3,Previous year=100
China,1990,Price indexes,CPI: Food,100.5,Previous year=100
China,1990,Price indexes,CPI: Grain,101.5,Previous year=100
China,1990,Price indexes,CPI: Meat,97.9,Previous year=100
China,1990,Price indexes,CPI: Tobacco,100.9,Previous year=100
China,1990,Price indexes,CPI-vegetables,99.6,Previous year=100
China,1990,Price indexes,Retail price index,207.7,(1978=100)
China,1990,Price indexes,Retail price index,102.1,Previous year=100
China,1990,Price indexes,Rural CPI,104.5,Previous year=100
China,1990,Price indexes,Urban CPI,101.3,Previous year=100
China,1990,Rural per capita consumption,Alcoholic beverages,6.14,Kilograms
China,1990,Rural per capita consumption,Aquatic products,2.13,Kilograms
China,1990,Rural per capita consumption,Edible oils,5.17,Kilograms
China,1990,Rural per capita consumption,Fine grains (wheat & rice),215.02,Kilograms
China,1990,Rural per capita consumption,Fresh eggs,2.41,Kilograms
China,1990,Rural per capita consumption,Fruits ,5.89,Kilograms
China,1990,Rural per capita consumption,Grain ,262.08,Kilograms
China,1990,Rural per capita consumption,Milk and Dairy,1.08,Kilograms
China,1990,Rural per capita consumption,Per capita food expenditures,343.8,Yuan
China,1990,Rural per capita consumption,Per capita living expenditures,584.6,Yuan
China,1990,Rural per capita consumption,Per capita net income,686.3,Yuan
China,1990,Rural per capita consumption,"Pork, beef & mutton",11.34,Kilograms
China,1990,Rural per capita consumption,Poultry,1.26,Kilograms
China,1990,Rural per capita consumption,Rice,134.99,Kilograms
China,1990,Rural per capita consumption,Sugar,1.5,Kilograms
China,1990,Rural per capita consumption,Vegetables,134.99,Kilograms
China,1990,Rural per capita consumption,Wheat,80,Kilograms
China,1990,Urban per capita consumption,Alcoholic beverages,9.25,Kilograms
China,1990,Urban per capita consumption,Aquatic products,7.69,Kilograms
China,1990,Urban per capita consumption,Beef & mutton,3.28,Kilograms
China,1990,Urban per capita consumption,Cigarettes,35.12,Boxes
China,1990,Urban per capita consumption,Edible vegetable oils,6.4,Kilograms
China,1990,Urban per capita consumption,Fresh eggs,7.25,Kilograms
China,1990,Urban per capita consumption,Fruits & melons,41.11,Kilograms
China,1990,Urban per capita consumption,Grain,130.72,Kilograms
China,1990,Urban per capita consumption,Milk,4.63,Kilograms
China,1990,Urban per capita consumption,Nuts,3.21,Kilograms
China,1990,Urban per capita consumption,Per capita disposable income,1510.2,Yuan
China,1990,Urban per capita consumption,Per capita food expenditures,693.77,Yuan
China,1990,Urban per capita consumption,Per capita living expenditures,1278.89,Yuan
China,1990,Urban per capita consumption,Pork,18.46,Kilograms
China,1990,Urban per capita consumption,Poultry,3.42,Kilograms
China,1990,Urban per capita consumption,Sugar,2.14,Kilograms
China,1990,Urban per capita consumption,Vegetables,138.7,Kilograms
China,1989,Agricultural inputs,Ag employment (primary industry),332.25,million
China,1989,Agricultural inputs,Compound fertilizer,2809,1000 tons
China,1989,Agricultural inputs,Cultivated land area,95656,1000 hectares
China,1989,Agricultural inputs,Irrigated area,44917.2,1000 hectares
China,1989,Agricultural inputs,Irrigated area by mech/elec pump,26107,1000 hectares
China,1989,Agricultural inputs,Nitrogenous fertilizer,15368,1000 tons
China,1989,Agricultural inputs,Phosphate fertilizer,4189,1000 tons
China,1989,Agricultural inputs,Potash fertilizer,1205,1000 tons
China,1989,Agricultural inputs,Rural electricity consumption,79.05,Billion kwh
China,1989,Agricultural inputs,Total fertilizer consumption,23571,1000 tons
China,1989,Agricultural inputs,Total power of ag machinery,28067,10000 kw
China,1989,Animals slaughtered,Cattle,9430,1000
China,1989,Animals slaughtered,Hogs,290233,1000
China,1989,Animals slaughtered,Sheep & goats,81229,1000
China,1989,Crop production,Apples,4499,1000 tons
China,1989,Crop production,Bananas,1404,1000 tons
China,1989,Crop production,Citrus,4561,1000 tons
China,1989,Crop production,Corn,78929.3982,1000 tons
China,1989,Crop production,Cotton,3788,1000 tons
China,1989,Crop production,Dates,454,1000 tons
China,1989,Crop production,Early rice,48972,1000 tons
China,1989,Crop production,Fruit,18319,1000 tons
China,1989,Crop production,Grain,407549,1000 tons
China,1989,Crop production,Grapes,874,1000 tons
China,1989,Crop production,Late rice,49650,1000 tons
China,1989,Crop production,Middle rice,85815.04446,1000 tons
China,1989,Crop production,Millet,3753,1000 tons
China,1989,Crop production,Oil crops,12952,1000 tons
China,1989,Crop production,Peanuts,5363,1000 tons
China,1989,Crop production,Pears,2565,1000 tons
China,1989,Crop production,Pineapple,510,1000 tons
China,1989,Crop production,Rapeseed,5436,1000 tons
China,1989,Crop production,Rice,180130,1000 tons
China,1989,Crop production,Sesame seed,338,1000 tons
China,1989,Crop production,Sorghum,4435,1000 tons
China,1989,Crop production,Soybeans,10227,1000 tons
China,1989,Crop production,Sugar beets,9243,1000 tons
China,1989,Crop production,Sugar cane,48795,1000 tons
China,1989,Crop production,Sunflowerseed,1064,1000 tons
China,1989,Crop production,Tea,535,1000 tons
China,1989,Crop production,Tobacco,2830,1000 tons
China,1989,Crop production,Tubers,27304,1000 tons
China,1989,Crop production,Wheat ,90792.0213,1000 tons
China,1989,Crop sown area,Apples,1689,1000 hectares
China,1989,Crop sown area,Bananas,110,1000 hectares
China,1989,Crop sown area,Citrus,1025,1000 hectares
China,1989,Crop sown area,Corn,20353.2666666667,1000 hectares
China,1989,Crop sown area,Cotton,5203.33333333333,1000 hectares
China,1989,Crop sown area,Early rice,9364.6,1000 hectares
China,1989,Crop sown area,Fiber crops,563.333333333333,1000 hectares
China,1989,Crop sown area,Fruit orchards,5371,1000 hectares
China,1989,Crop sown area,Grain,112205,1000 hectares
China,1989,Crop sown area,Grapes,138,1000 hectares
China,1989,Crop sown area,Late rice,9775.73333333333,1000 hectares
China,1989,Crop sown area,Middle rice,10887.6666666667,1000 hectares
China,1989,Crop sown area,Millet,2396.13333333333,1000 hectares
China,1989,Crop sown area,Oil crops,10503.8,1000 hectares
China,1989,Crop sown area,Peanuts,2946.13333333333,1000 hectares
China,1989,Crop sown area,Pears,481,1000 hectares
China,1989,Crop sown area,Rapeseed,4992.73333333333,1000 hectares
China,1989,Crop sown area,Rice,32700.4,1000 hectares
China,1989,Crop sown area,Sesame seed,722.4,1000 hectares
China,1989,Crop sown area,Sorghum,1629.53333333333,1000 hectares
China,1989,Crop sown area,Soybeans,8057.26666666667,1000 hectares
China,1989,Crop sown area,Sugar beets,569.066666666667,1000 hectares
China,1989,Crop sown area,Sugar cane,959.466666666667,1000 hectares
China,1989,Crop sown area,Sunflowerseed,716,1000 hectares
China,1989,Crop sown area,Tea,1065,1000 hectares
China,1989,Crop sown area,Tobacco,1798.06666666667,1000 hectares
China,1989,Crop sown area,Total sown area,146552,1000 hectares
China,1989,Crop sown area,Tubers,9096.86666666667,1000 hectares
China,1989,Crop sown area,Vegetables,6290.33333333333,1000 hectares
China,1989,Crop sown area,Wheat ,29841.4,1000 hectares
China,1989,Government expenditures on agriculture,Ag production & operating expenses,19.712,Billion yuan
China,1989,Government expenditures on agriculture,Capital construction,5.064,Billion yuan
China,1989,Government expenditures on agriculture,Rural relief funds,1.57,Billion yuan
China,1989,Government expenditures on agriculture,Science & technology promotion & trials,0.248,Billion yuan
China,1989,Government expenditures on agriculture,Total government expenditures for agriculture,26.594,Billion yuan
China,1989,Industrial output of selected products,Beer,643,10000 Kiloliters
China,1989,Industrial output of selected products,Canned food,2325,1000 tons
China,1989,Industrial output of selected products,Chemical fertilizers,18025,1000 tons
China,1989,Industrial output of selected products,Chemical fibers,1480.9,1000 tons
China,1989,Industrial output of selected products,Chemical pesticides,208,1000 tons
China,1989,Industrial output of selected products,Cigarettes,31950,1000 cases
China,1989,Industrial output of selected products,Cloth,18923,Million meters
China,1989,Industrial output of selected products,Cotton cloth,11795,Million meters
China,1989,Industrial output of selected products,Edible vegetable oils,4960,1000 tons
China,1989,Industrial output of selected products,Electricity,584.8,Billion kwh
China,1989,Industrial output of selected products,Household refrigerators,6707.9,1000 units
China,1989,Industrial output of selected products,Knitting wool,250,1000 tons
China,1989,Industrial output of selected products,Machine-made paper & paperboard ,13330,1000 tons
China,1989,Industrial output of selected products,Nitrogen fertilizer,14241,1000 tons
China,1989,Industrial output of selected products,Phosphate fertilizer,3728,1000 tons
China,1989,Industrial output of selected products,Silk,52.3,1000 tons
China,1989,Industrial output of selected products,Sugar,5010,1000 tons
China,1989,Industrial output of selected products,"Tractors, large and medium",39.8,1000 tons
China,1989,Industrial output of selected products,Woolen piece goods,279.62,Million meters
China,1989,Industrial output of selected products,Yarn,4767.2,1000 tons
China,1989,Livestock inventories,Buffalo,21395,1000
China,1989,Livestock inventories,Camels,475,1000
China,1989,Livestock inventories,Cattle & buffalo,100752,1000
China,1989,Livestock inventories,Dairy cattle,2526,1000
China,1989,Livestock inventories,Donkeys,11136,1000
China,1989,Livestock inventories,Hogs,352810,1000
China,1989,Livestock inventories,Horses,10294,1000
China,1989,Livestock inventories,Large animals,128048,1000
China,1989,Livestock inventories,Mules,5391,1000
China,1989,Livestock inventories,Sheep & goats,211642,1000
China,1989,Livestock inventories,Yellow cattle,76831,1000
China,1989,Livestock products,Aquatic products,11517,1000 tons
China,1989,Livestock products,Beef ,1072,1000 tons
China,1989,Livestock products,Cow milk,3813,1000 tons
China,1989,Livestock products,Eggs,7198,1000 tons
China,1989,Livestock products,Meat,23262,1000 tons
China,1989,Livestock products,Mutton,962,1000 tons
China,1989,Livestock products,Other milk,545,1000 tons
China,1989,Livestock products,Pork ,21228,1000 tons
China,1989,Livestock products,Poultry,2820,1000 tons
China,1989,Macroeconomic data,Exchange rate,3.7651,Yuan per US$
China,1989,Macroeconomic data,"Exports: Edible oils, fats & waxes",86,Million U.S. dollars
China,1989,Macroeconomic data,Exports: Food & live animals used for food,6145,Million U.S. dollars
China,1989,Macroeconomic data,Exports: Tobacco & beverages,314,Million U.S. dollars
China,1989,Macroeconomic data,GDP per capita,1519.002289,Yuan
China,1989,Macroeconomic data,GDP: Primary industry,426.5923062,Billion yuan
China,1989,Macroeconomic data,Gross domestic product,1699.231911,Billion yuan
China,1989,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",653.473,Billion yuan
China,1989,Macroeconomic data,Gross output value: Animal husbandry,1800.38,100 mil. yuan
China,1989,Macroeconomic data,Gross output value: Crops,4100.58,100 mil. yuan
China,1989,Macroeconomic data,Gross output value: Fisheries,348.85,100 mil. yuan
China,1989,Macroeconomic data,Gross output value: Forestry,284.92,100 mil. yuan
China,1989,Macroeconomic data,"Imports: Edible oils, fats & waxes",875,Million U.S. dollars
China,1989,Macroeconomic data,Imports: Food & live animals used for food,4192,Million U.S. dollars
China,1989,Macroeconomic data,Imports: Tobacco & beverages,202,Million U.S. dollars
China,1989,Macroeconomic data,Population,112704,10000
China,1989,Macroeconomic data,Rural employment,40939,10000
China,1989,Macroeconomic data,"Rural employment in farming, forestry, fisheries",32440.5,10000
China,1989,Macroeconomic data,Rural population,83164,10000
China,1989,Macroeconomic data,Total employment,55329,10000
China,1989,Macroeconomic data,Total exports (million),52540,Million U.S. dollars
China,1989,Macroeconomic data,Total imports (million),59140,Million U.S. dollars
China,1989,Macroeconomic data,Total wages (100 million yuan),2618.5,100 mil. yuan
China,1989,Macroeconomic data,Urban population,29540,10000
China,1989,Price indexes,Ag input purchase price index,118.9,Previous year=100
China,1989,Price indexes,Ag input: Chemical fertilizer,117.3,Previous year=100
China,1989,Price indexes,Ag input: Farm machinery,118.7,Previous year=100
China,1989,Price indexes,Ag input: Oil for fam machinery,110.4,Previous year=100
China,1989,Price indexes,Ag input: Pesticides,135.8,Previous year=100
China,1989,Price indexes,Ag input: Small farm tools,116.7,Previous year=100
China,1989,Price indexes,Ag product farm price: Corn,131.8,Previous year=100
China,1989,Price indexes,Ag product farm price: Cotton,122.7,Previous year=100
China,1989,Price indexes,Ag product farm price: Eggs,115.6,Previous year=100
China,1989,Price indexes,Ag product farm price: Livestock & poultry,110.2,Previous year=100
China,1989,Price indexes,Ag product farm price: Oilseeds,119.8,Previous year=100
China,1989,Price indexes,Ag product farm price: Pigs,110.5,Previous year=100
China,1989,Price indexes,Ag product farm price: Rice paddy,130.7,Previous year=100
China,1989,Price indexes,Ag product farm price: Soybean,122.8,Previous year=100
China,1989,Price indexes,Ag product farm price: Sugar,135.1,Previous year=100
China,1989,Price indexes,Ag product farm price: Vegetables,117.3,Previous year=100
China,1989,Price indexes,Ag product farm price: Wheat,121.9,Previous year=100
China,1989,Price indexes,Ag product purchase price index,115,Previous year=100
China,1989,Price indexes,Consumer price index,118,Previous year=100
China,1989,Price indexes,Consumer price index,160.2,1985=100
China,1989,Price indexes,CPI: Alcohol beverages,110.7,Previous year=100
China,1989,Price indexes,CPI: Edible oils,127.5,Previous year=100
China,1989,Price indexes,CPI: Fish & shrimp,116.3,Previous year=100
China,1989,Price indexes,CPI: Food,107.5,Previous year=100
China,1989,Price indexes,CPI: Grain,110.4,Previous year=100
China,1989,Price indexes,CPI: Meat,114.3,Previous year=100
China,1989,Price indexes,CPI: Tobacco,110.7,Previous year=100
China,1989,Price indexes,CPI-vegetables,102.1,Previous year=100
China,1989,Price indexes,Retail price index,117.8,Previous year=100
China,1989,Price indexes,Retail price index,203.4,(1978=100)
China,1989,Price indexes,Rural CPI,119.3,Previous year=100
China,1989,Price indexes,Urban CPI,116.3,Previous year=100
China,1989,Rural per capita consumption,Alcoholic beverages,5.95,Kilograms
China,1989,Rural per capita consumption,Aquatic products,2.1,Kilograms
China,1989,Rural per capita consumption,Edible oils,4.81,Kilograms
China,1989,Rural per capita consumption,Fine grains (wheat & rice),213,Kilograms
China,1989,Rural per capita consumption,Fresh eggs,2.41,Kilograms
China,1989,Rural per capita consumption,Fruits ,5.5,Kilograms
China,1989,Rural per capita consumption,Grain ,262.28,Kilograms
China,1989,Rural per capita consumption,Per capita food expenditures,289.6,Yuan
China,1989,Rural per capita consumption,Per capita living expenditures,535.4,Yuan
China,1989,Rural per capita consumption,Per capita net income,601.5,Yuan
China,1989,Rural per capita consumption,"Pork, beef & mutton",11,Kilograms
China,1989,Rural per capita consumption,Poultry,1.28,Kilograms
China,1989,Rural per capita consumption,Sugar,1.54,Kilograms
China,1989,Rural per capita consumption,Vegetables,133,Kilograms
China,1989,Urban per capita consumption,Alcoholic beverages,9,Kilograms
China,1989,Urban per capita consumption,Aquatic products,7.61,Kilograms
China,1989,Urban per capita consumption,Beef & mutton,2.73,Kilograms
China,1989,Urban per capita consumption,Cigarettes,34.24,Boxes
China,1989,Urban per capita consumption,Edible vegetable oils,6.16,Kilograms
China,1989,Urban per capita consumption,Fresh eggs,7.05,Kilograms
China,1989,Urban per capita consumption,Grain,133.94,Kilograms
China,1989,Urban per capita consumption,Milk,4.24,Kilograms
China,1989,Urban per capita consumption,Per capita disposable income,1375.7,Yuan
China,1989,Urban per capita consumption,Per capita food expenditures,660,Yuan
China,1989,Urban per capita consumption,Per capita living expenditures,1211,Yuan
China,1989,Urban per capita consumption,Pork,17.53,Kilograms
China,1989,Urban per capita consumption,Poultry,3.65,Kilograms
China,1989,Urban per capita consumption,Sugar,2.38,Kilograms
China,1989,Urban per capita consumption,Vegetables,144.56,Kilograms
China,1988,Agricultural inputs,Ag employment (primary industry),322.49,million
China,1988,Agricultural inputs,Compound fertilizer,2412,1000 tons
China,1988,Agricultural inputs,Cultivated land area,95721,1000 hectares
China,1988,Agricultural inputs,Irrigated area,44376,1000 hectares
China,1988,Agricultural inputs,Irrigated area by mech/elec pump,26083,1000 hectares
China,1988,Agricultural inputs,Nitrogenous fertilizer,14171,1000 tons
China,1988,Agricultural inputs,Phosphate fertilizer,3821,1000 tons
China,1988,Agricultural inputs,Potash fertilizer,1012,1000 tons
China,1988,Agricultural inputs,Rural electricity consumption,71.2,Billion kwh
China,1988,Agricultural inputs,Total fertilizer consumption,21415,1000 tons
China,1988,Agricultural inputs,Total power of ag machinery,26575,10000 kw
China,1988,Animals slaughtered,Cattle,8580,1000
China,1988,Animals slaughtered,Hogs,275700,1000
China,1988,Animals slaughtered,Sheep & goats,68272,1000
China,1988,Crop production,Apples,4344,1000 tons
China,1988,Crop production,Bananas,1830,1000 tons
China,1988,Crop production,Citrus,2560,1000 tons
China,1988,Crop production,Corn,77355.4014,1000 tons
China,1988,Crop production,Cotton,4149,1000 tons
China,1988,Crop production,Dates,520,1000 tons
China,1988,Crop production,Early rice,47282,1000 tons
China,1988,Crop production,Fruit,16661,1000 tons
China,1988,Crop production,Grain,394081,1000 tons
China,1988,Crop production,Grapes,792,1000 tons
China,1988,Crop production,Late rice,45010,1000 tons
China,1988,Crop production,Middle rice,81511.323588,1000 tons
China,1988,Crop production,Millet,4412,1000 tons
China,1988,Crop production,Oil crops,13203,1000 tons
China,1988,Crop production,Peanuts,5693,1000 tons
China,1988,Crop production,Pears,2721,1000 tons
China,1988,Crop production,Pineapple,485,1000 tons
China,1988,Crop production,Rapeseed,5044,1000 tons
China,1988,Crop production,Rice,169107,1000 tons
China,1988,Crop production,Sesame seed,404,1000 tons
China,1988,Crop production,Sorghum,5594,1000 tons
China,1988,Crop production,Soybeans,11645,1000 tons
China,1988,Crop production,Sugar beets,12810,1000 tons
China,1988,Crop production,Sugar cane,49064,1000 tons
China,1988,Crop production,Sunflowerseed,1180,1000 tons
China,1988,Crop production,Tea,545,1000 tons
China,1988,Crop production,Tobacco,2734,1000 tons
China,1988,Crop production,Tubers,26965,1000 tons
China,1988,Crop production,Wheat ,85435.717,1000 tons
China,1988,Crop sown area,Apples,1660,1000 hectares
China,1988,Crop sown area,Bananas,141,1000 hectares
China,1988,Crop sown area,Citrus,955,1000 hectares
China,1988,Crop sown area,Corn,19692,1000 hectares
China,1988,Crop sown area,Cotton,5534.73333333333,1000 hectares
China,1988,Crop sown area,Early rice,9220.26666666667,1000 hectares
China,1988,Crop sown area,Fiber crops,735.4,1000 hectares
China,1988,Crop sown area,Fruit orchards,5065,1000 hectares
China,1988,Crop sown area,Grain,110123,1000 hectares
China,1988,Crop sown area,Grapes,146,1000 hectares
China,1988,Crop sown area,Late rice,9557.66666666667,1000 hectares
China,1988,Crop sown area,Middle rice,10677.8666666667,1000 hectares
China,1988,Crop sown area,Millet,2513,1000 hectares
China,1988,Crop sown area,Oil crops,10618.8666666667,1000 hectares
China,1988,Crop sown area,Peanuts,2976.6,1000 hectares
China,1988,Crop sown area,Pears,487,1000 hectares
China,1988,Crop sown area,Rapeseed,4936.4,1000 hectares
China,1988,Crop sown area,Rice,31914,1000 hectares
China,1988,Crop sown area,Sesame seed,703.6,1000 hectares
China,1988,Crop sown area,Sorghum,1784,1000 hectares
