geography_desc,year_desc,category,commodity_desc,amount,unit_desc
China,1998,Macroeconomic data,Gross output value: Crops,14241.88,100 mil. yuan
China,1998,Macroeconomic data,Gross output value: Fisheries,2422.88,100 mil. yuan
China,1998,Macroeconomic data,Gross output value: Forestry,851.26,100 mil. yuan
China,1998,Macroeconomic data,"Imports: Edible oils, fats & waxes",1491,Million U.S. dollars
China,1998,Macroeconomic data,Imports: Food & live animals used for food,3788,Million U.S. dollars
China,1998,Macroeconomic data,Imports: Tobacco & beverages,179,Million U.S. dollars
China,1998,Macroeconomic data,Population,124810,10000
China,1998,Macroeconomic data,Rural employment,46432.3,10000
China,1998,Macroeconomic data,"Rural employment in farming, forestry, fisheries",32626.4,10000
China,1998,Macroeconomic data,Rural population,83153,10000
China,1998,Macroeconomic data,Total employment,70637,10000
China,1998,Macroeconomic data,Total exports (million),183710,Million U.S. dollars
China,1998,Macroeconomic data,Total imports (million),140240,Million U.S. dollars
China,1998,Macroeconomic data,Total wages (100 million yuan),9296.5,100 mil. yuan
China,1998,Macroeconomic data,Urban population,41608,10000
China,1998,Price indexes,Ag input purchase price index,94.5,Previous year=100
China,1998,Price indexes,Ag input: Chemical fertilizer,91.4,Previous year=100
China,1998,Price indexes,Ag input: Farm machinery,97.6,Previous year=100
China,1998,Price indexes,Ag input: Feed & forage,102.6,Previous year=100
China,1998,Price indexes,Ag input: Oil for fam machinery,94.9,Previous year=100
China,1998,Price indexes,Ag input: Pesticides,96.4,Previous year=100
China,1998,Price indexes,Ag input: Small farm tools,100.1,Previous year=100
China,1998,Price indexes,Ag input: Young livestock & fowl,86.4,Previous year=100
China,1998,Price indexes,Ag product farm price: Corn,101.9,Previous year=100
China,1998,Price indexes,Ag product farm price: Cotton,88.8,Previous year=100
China,1998,Price indexes,Ag product farm price: Eggs,94.2,Previous year=100
China,1998,Price indexes,Ag product farm price: Livestock & poultry,86.9,Previous year=100
China,1998,Price indexes,Ag product farm price: Oilseeds,97.7,Previous year=100
China,1998,Price indexes,Ag product farm price: Pigs,82.9,Previous year=100
China,1998,Price indexes,Ag product farm price: Soybean,85.2,Previous year=100
China,1998,Price indexes,Ag product farm price: Sugar,89.5,Previous year=100
China,1998,Price indexes,Ag product farm price: Vegetables,91.7,Previous year=100
China,1998,Price indexes,Ag product farm price: Wheat,95.8,Previous year=100
China,1998,Price indexes,Ag product purchase price index,92,Previous year=100
China,1998,Price indexes,Consumer price index,99.2,Previous year=100
China,1998,Price indexes,Consumer price index,334.4,1985=100
China,1998,Price indexes,CPI: Alcohol beverages,98.9,Previous year=100
China,1998,Price indexes,CPI: Dairy,100.3,Previous year=100
China,1998,Price indexes,CPI: Edible oils,100,Previous year=100
China,1998,Price indexes,CPI: Eggs,100.9,Previous year=100
China,1998,Price indexes,CPI: Fish & shrimp,93.9,Previous year=100
China,1998,Price indexes,CPI: Food,96.8,Previous year=100
China,1998,Price indexes,CPI: Fruit & melons,96.2,Previous year=100
China,1998,Price indexes,CPI: Grain,96.9,Previous year=100
China,1998,Price indexes,CPI: Meat,90.9,Previous year=100
China,1998,Price indexes,CPI: Sugar,92.7,Previous year=100
China,1998,Price indexes,CPI: Tobacco,98.9,Previous year=100
China,1998,Price indexes,CPI-vegetables,99.6,Previous year=100
China,1998,Price indexes,Ex-factory price of clothing products,96.2,Previous year=100
China,1998,Price indexes,Ex-factory price of food products,98.9,Previous year=100
China,1998,Price indexes,Raw materials purchase price index - ag sideline products ,94.5,Previous year=100
China,1998,Price indexes,Retail price index,370.9,(1978=100)
China,1998,Price indexes,Retail price index,97.4,Previous year=100
China,1998,Price indexes,Rural CPI,99,Previous year=100
China,1998,Price indexes,Urban CPI,99.4,Previous year=100
China,1998,Rural per capita consumption,Alcoholic beverages,6.98,Kilograms
China,1998,Rural per capita consumption,Aquatic products,3.66,Kilograms
China,1998,Rural per capita consumption,Edible oils,6.13,Kilograms
China,1998,Rural per capita consumption,Fine grains (wheat & rice),208.97,Kilograms
China,1998,Rural per capita consumption,Fresh eggs,4.11,Kilograms
China,1998,Rural per capita consumption,Fruits ,19.24,Kilograms
China,1998,Rural per capita consumption,Grain ,248.9,Kilograms
China,1998,Rural per capita consumption,Milk and Dairy,0.93,Kilograms
China,1998,Rural per capita consumption,Per capita food expenditures,849.6,Yuan
China,1998,Rural per capita consumption,Per capita living expenditures,1590.3,Yuan
China,1998,Rural per capita consumption,Per capita net income,2162,Yuan
China,1998,Rural per capita consumption,"Pork, beef & mutton",13.2,Kilograms
China,1998,Rural per capita consumption,Poultry,2.33,Kilograms
China,1998,Rural per capita consumption,Sugar,1.4,Kilograms
China,1998,Rural per capita consumption,Vegetables,108.96,Kilograms
China,1998,Urban per capita consumption,Alcoholic beverages,9.68,Kilograms
China,1998,Urban per capita consumption,Aquatic products,9.84,Kilograms
China,1998,Urban per capita consumption,Beef & mutton,3.34,Kilograms
China,1998,Urban per capita consumption,Cigarettes,27.25,Boxes
China,1998,Urban per capita consumption,Edible vegetable oils,7.55,Kilograms
China,1998,Urban per capita consumption,Fresh eggs,10.76,Kilograms
China,1998,Urban per capita consumption,Grain,86.72,Kilograms
China,1998,Urban per capita consumption,Milk,7.25,Kilograms
China,1998,Urban per capita consumption,Per capita disposable income,5425.1,Yuan
China,1998,Urban per capita consumption,Per capita food expenditures,1926.9,Yuan
China,1998,Urban per capita consumption,Per capita living expenditures,4331.6,Yuan
China,1998,Urban per capita consumption,Pork,15.88,Kilograms
China,1998,Urban per capita consumption,Poultry,4.65,Kilograms
China,1998,Urban per capita consumption,Sugar,1.76,Kilograms
China,1998,Urban per capita consumption,Vegetables,113.76,Kilograms
China,1997,Agricultural inputs,Ag employment (primary industry),348.4,million
China,1997,Agricultural inputs,Compound fertilizer,7981,1000 tons
China,1997,Agricultural inputs,Cultivated land area,129903,1000 hectares
China,1997,Agricultural inputs,Irrigated area,51238.5,1000 hectares
China,1997,Agricultural inputs,Irrigated area by mech/elec pump,34370,1000 hectares
China,1997,Agricultural inputs,Nitrogenous fertilizer,21717,1000 tons
China,1997,Agricultural inputs,Pesticide use,1195.466,1000 tons
China,1997,Agricultural inputs,Phosphate fertilizer,6891,1000 tons
China,1997,Agricultural inputs,Potash fertilizer,3220,1000 tons
China,1997,Agricultural inputs,Rural electricity consumption,198.01,Billion kwh
China,1997,Agricultural inputs,Total fertilizer consumption,39807,1000 tons
China,1997,Agricultural inputs,Total power of ag machinery,42015.6,10000 kw
China,1997,Animals slaughtered,Camels,48,1000
China,1997,Animals slaughtered,Cattle,32839,1000
China,1997,Animals slaughtered,Donkeys,1926,1000
China,1997,Animals slaughtered,Hogs,464836,1000
China,1997,Animals slaughtered,Horses,1291,1000
China,1997,Animals slaughtered,Mules,588,1000
China,1997,Animals slaughtered,Poultry,6388531,1000
China,1997,Animals slaughtered,Sheep & goats,159456,1000
China,1997,Crop production,Apples,17218.571,1000 tons
China,1997,Crop production,Bananas,2892.268,1000 tons
China,1997,Crop production,Beans,18755,1000 tons
China,1997,Crop production,Citrus,10102.2,1000 tons
China,1997,Crop production,Corn,104310,1000 tons
China,1997,Crop production,Cotton,4603,1000 tons
China,1997,Crop production,Dates,936,1000 tons
China,1997,Crop production,Early rice,45777,1000 tons
China,1997,Crop production,Fruit,50893.223,1000 tons
China,1997,Crop production,Grain,494171,1000 tons
China,1997,Crop production,Grapes,2032.805,1000 tons
China,1997,Crop production,Late rice,49936.5,1000 tons
China,1997,Crop production,Melons,41491,1000 tons
China,1997,Crop production,Middle rice,105027.32315,1000 tons
China,1997,Crop production,Millet,2313.4,1000 tons
China,1997,Crop production,Oil crops,21573.305,1000 tons
China,1997,Crop production,Peanuts,9647.908,1000 tons
China,1997,Crop production,Pears,6414.831,1000 tons
China,1997,Crop production,Pineapple,527,1000 tons
China,1997,Crop production,Rapeseed,9577.611,1000 tons
China,1997,Crop production,Rice,200735,1000 tons
China,1997,Crop production,Sesame seed,565.789,1000 tons
China,1997,Crop production,Sorghum,3639.9,1000 tons
China,1997,Crop production,Soybeans,14728.4,1000 tons
China,1997,Crop production,Sugar beets,14970,1000 tons
China,1997,Crop production,Sugar cane,78900,1000 tons
China,1997,Crop production,Sunflowerseed,1176.069,1000 tons
China,1997,Crop production,Tea,613,1000 tons
China,1997,Crop production,Tobacco,4251,1000 tons
China,1997,Crop production,Tubers,31923,1000 tons
China,1997,Crop production,Vegetables,344726,1000 tons
China,1997,Crop production,Vegetables & melons,386217,1000 tons
China,1997,Crop production,Wheat ,123275.71905,1000 tons
China,1997,Crop sown area,Apples,1838,1000 hectares
China,1997,Crop sown area,Bananas,180,1000 hectares
China,1997,Crop sown area,Beans,11163,1000 hectares
China,1997,Crop sown area,Cereals,91964,1000 hectares
China,1997,Crop sown area,Citrus,1309,1000 hectares
China,1997,Crop sown area,Corn,23775,1000 hectares
China,1997,Crop sown area,Cotton,4491,1000 hectares
China,1997,Crop sown area,Early rice,8160.9,1000 hectares
China,1997,Crop sown area,Fiber crops,327,1000 hectares
China,1997,Crop sown area,Fruit orchards,8648,1000 hectares
China,1997,Crop sown area,Grain,112912,1000 hectares
China,1997,Crop sown area,Grapes,157,1000 hectares
China,1997,Crop sown area,Late rice,8950.49,1000 hectares
China,1997,Crop sown area,Medicinal crops,307,1000 hectares
China,1997,Crop sown area,Melons,1302,1000 hectares
China,1997,Crop sown area,Middle rice,14653.8,1000 hectares
China,1997,Crop sown area,Millet,1444.62,1000 hectares
China,1997,Crop sown area,Muskmelon,159,1000 hectares
China,1997,Crop sown area,Oil crops,12380.75,1000 hectares
China,1997,Crop sown area,Peanuts,3721.6,1000 hectares
China,1997,Crop sown area,Pears,924,1000 hectares
China,1997,Crop sown area,Rapeseed,6475.06,1000 hectares
China,1997,Crop sown area,Rice,31764.5,1000 hectares
China,1997,Crop sown area,Sesame seed,615.63,1000 hectares
China,1997,Crop sown area,Sorghum,1083.9,1000 hectares
China,1997,Crop sown area,Soybeans,8346.25,1000 hectares
China,1997,Crop sown area,Sugar beets,612,1000 hectares
China,1997,Crop sown area,Sugar cane,1312,1000 hectares
China,1997,Crop sown area,Sunflowerseed,715.78,1000 hectares
China,1997,Crop sown area,Tea,1076,1000 hectares
China,1997,Crop sown area,Tobacco,2353,1000 hectares
China,1997,Crop sown area,Total sown area,153969,1000 hectares
China,1997,Crop sown area,Tubers,9785,1000 hectares
China,1997,Crop sown area,Vegetables,11288,1000 hectares
China,1997,Crop sown area,Vegetables & melons,12590,1000 hectares
China,1997,Crop sown area,Watermelons,1054,1000 hectares
China,1997,Crop sown area,Wheat ,30057,1000 hectares
China,1997,Government expenditures on agriculture,Ag production & operating expenses,56.077,Billion yuan
China,1997,Government expenditures on agriculture,Capital construction,15.978,Billion yuan
China,1997,Government expenditures on agriculture,Rural relief funds,4.036,Billion yuan
China,1997,Government expenditures on agriculture,Science & technology promotion & trials,0.548,Billion yuan
China,1997,Government expenditures on agriculture,Total government expenditures for agriculture,76.639,Billion yuan
China,1997,Industrial output of selected products,Beer,1888.94,10000 Kiloliters
China,1997,Industrial output of selected products,Canned food,2545.7,1000 tons
China,1997,Industrial output of selected products,Chemical fertilizers,28209.6,1000 tons
China,1997,Industrial output of selected products,Chemical fibers,4716.2,1000 tons
China,1997,Industrial output of selected products,Chemical pesticides,526.7,1000 tons
China,1997,Industrial output of selected products,Cigarettes,33774.2,1000 cases
China,1997,Industrial output of selected products,Cloth,24879,Million meters
China,1997,Industrial output of selected products,Cotton cloth,11885,Million meters
China,1997,Industrial output of selected products,Cotton knitwear,803.2,1000 tons
China,1997,Industrial output of selected products,Edible vegetable oils,8937.3,1000 tons
China,1997,Industrial output of selected products,Electricity,1135.553,Billion kwh
China,1997,Industrial output of selected products,Household refrigerators,10444.3,1000 units
China,1997,Industrial output of selected products,Knitting wool,488,1000 tons
China,1997,Industrial output of selected products,Liquor,7817.9,1000 tons
China,1997,Industrial output of selected products,Machine-made paper & paperboard ,27332,1000 tons
China,1997,Industrial output of selected products,Nitrogen fertilizer,20749.3,1000 tons
China,1997,Industrial output of selected products,Phosphate fertilizer,7145.6,1000 tons
China,1997,Industrial output of selected products,Silk,82.5,1000 tons
China,1997,Industrial output of selected products,Sugar,7025.8,1000 tons
China,1997,Industrial output of selected products,"Tractors, large and medium",82.4,1000 tons
China,1997,Industrial output of selected products,Woolen piece goods,387.913,Million meters
China,1997,Industrial output of selected products,Yarn,5598.3,1000 tons
China,1997,Livestock inventories,Buffalo,22545,1000
China,1997,Livestock inventories,Camels,350,1000
China,1997,Livestock inventories,Cattle & buffalo,121757,1000
China,1997,Livestock inventories,Donkeys,9528,1000
China,1997,Livestock inventories,Hogs,400348,1000
China,1997,Livestock inventories,Horses,8912,1000
China,1997,Livestock inventories,Mules,4806,1000
China,1997,Livestock inventories,Sheep & goats,255757,1000
China,1997,Livestock inventories,Yellow cattle,88441,1000
China,1997,Livestock products,Aquatic products,31185.9,1000 tons
China,1997,Livestock products,Beef ,4409,1000 tons
China,1997,Livestock products,Cow milk,6011,1000 tons
China,1997,Livestock products,Eggs,18953,1000 tons
China,1997,Livestock products,Mutton,2128,1000 tons
China,1997,Livestock products,Other milk,800,1000 tons
China,1997,Livestock products,Pork ,35963,1000 tons
China,1997,Macroeconomic data,Exchange rate,8.2898,Yuan per US$
China,1997,Macroeconomic data,"Exports: Edible oils, fats & waxes",647,Million U.S. dollars
China,1997,Macroeconomic data,Exports: Food & live animals used for food,11075,Million U.S. dollars
China,1997,Macroeconomic data,Exports: Tobacco & beverages,1049,Million U.S. dollars
China,1997,Macroeconomic data,GDP per capita,6420.180477,Yuan
China,1997,Macroeconomic data,GDP: Primary industry,1444.188567,Billion yuan
China,1997,Macroeconomic data,Gross domestic product,7897.3035,Billion yuan
China,1997,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",2378.84,Billion yuan
China,1997,Macroeconomic data,Gross output value: Animal husbandry,6811.01,100 mil. yuan
China,1997,Macroeconomic data,Gross output value: Crops,13852.54,100 mil. yuan
China,1997,Macroeconomic data,Gross output value: Fisheries,2282.7,100 mil. yuan
China,1997,Macroeconomic data,Gross output value: Forestry,817.76,100 mil. yuan
China,1997,Macroeconomic data,"Imports: Edible oils, fats & waxes",1684,Million U.S. dollars
China,1997,Macroeconomic data,Imports: Food & live animals used for food,4304,Million U.S. dollars
China,1997,Macroeconomic data,Imports: Tobacco & beverages,320,Million U.S. dollars
China,1997,Macroeconomic data,Population,123626,10000
China,1997,Macroeconomic data,Rural employment,46234.3,10000
China,1997,Macroeconomic data,"Rural employment in farming, forestry, fisheries",32677.9,10000
China,1997,Macroeconomic data,Rural population,84177,10000
China,1997,Macroeconomic data,Total employment,69820,10000
China,1997,Macroeconomic data,Total exports (million),182790,Million U.S. dollars
China,1997,Macroeconomic data,Total imports (million),142370,Million U.S. dollars
China,1997,Macroeconomic data,Total wages (100 million yuan),9405.3,100 mil. yuan
China,1997,Macroeconomic data,Urban population,39449,10000
China,1997,Price indexes,Ag input purchase price index,99.5,Previous year=100
China,1997,Price indexes,Ag input: Chemical fertilizer,92.2,Previous year=100
China,1997,Price indexes,Ag input: Farm machinery,99,Previous year=100
China,1997,Price indexes,Ag input: Feed & forage,94.8,Previous year=100
China,1997,Price indexes,Ag input: Oil for fam machinery,109,Previous year=100
China,1997,Price indexes,Ag input: Pesticides,98.6,Previous year=100
China,1997,Price indexes,Ag input: Small farm tools,106.9,Previous year=100
China,1997,Price indexes,Ag input: Young livestock & fowl,132.9,Previous year=100
China,1997,Price indexes,Ag product farm price: Corn,94.2,Previous year=100
China,1997,Price indexes,Ag product farm price: Cotton,99.8,Previous year=100
China,1997,Price indexes,Ag product farm price: Eggs,86.3,Previous year=100
China,1997,Price indexes,Ag product farm price: Livestock & poultry,101.8,Previous year=100
China,1997,Price indexes,Ag product farm price: Oilseeds,104.8,Previous year=100
China,1997,Price indexes,Ag product farm price: Pigs,110.1,Previous year=100
China,1997,Price indexes,Ag product farm price: Rice paddy,88.2,Previous year=100
China,1997,Price indexes,Ag product farm price: Soybean,100.1,Previous year=100
China,1997,Price indexes,Ag product farm price: Sugar,97.6,Previous year=100
China,1997,Price indexes,Ag product farm price: Vegetables,91.6,Previous year=100
China,1997,Price indexes,Ag product farm price: Wheat,89,Previous year=100
China,1997,Price indexes,Ag product purchase price index,95.5,Previous year=100
China,1997,Price indexes,Consumer price index,102.8,Previous year=100
China,1997,Price indexes,Consumer price index,337.7,1985=100
China,1997,Price indexes,CPI: Alcohol beverages,102.3,Previous year=100
China,1997,Price indexes,CPI: Dairy,104.1,Previous year=100
China,1997,Price indexes,CPI: Edible oils,101.5,Previous year=100
China,1997,Price indexes,CPI: Eggs,79.3,Previous year=100
China,1997,Price indexes,CPI: Fish & shrimp,100.2,Previous year=100
China,1997,Price indexes,CPI: Food,99.9,Previous year=100
China,1997,Price indexes,CPI: Fruit & melons,94.4,Previous year=100
China,1997,Price indexes,CPI: Grain,109,Previous year=100
China,1997,Price indexes,CPI: Meat,105.5,Previous year=100
China,1997,Price indexes,CPI: Sugar,97.8,Previous year=100
China,1997,Price indexes,CPI: Tobacco,99.2,Previous year=100
China,1997,Price indexes,CPI-vegetables,100,Previous year=100
China,1997,Price indexes,Ex-factory price of clothing products,101.1,Previous year=100
China,1997,Price indexes,Ex-factory price of food products,100.8,Previous year=100
China,1997,Price indexes,Retail price index,100.8,Previous year=100
China,1997,Price indexes,Retail price index,380.8,(1978=100)
China,1997,Price indexes,Rural CPI,102.5,Previous year=100
China,1997,Price indexes,Urban CPI,103.1,Previous year=100
China,1997,Rural per capita consumption,Alcoholic beverages,7.13,Kilograms
China,1997,Rural per capita consumption,Aquatic products,3.38,Kilograms
China,1997,Rural per capita consumption,Edible oils,6.16,Kilograms
China,1997,Rural per capita consumption,Fine grains (wheat & rice),208.89,Kilograms
China,1997,Rural per capita consumption,Fresh eggs,4.08,Kilograms
China,1997,Rural per capita consumption,Fruits ,17.77,Kilograms
China,1997,Rural per capita consumption,Grain ,250.67,Kilograms
China,1997,Rural per capita consumption,Milk and Dairy,0.95,Kilograms
China,1997,Rural per capita consumption,Per capita food expenditures,890.3,Yuan
China,1997,Rural per capita consumption,Per capita living expenditures,1617.2,Yuan
China,1997,Rural per capita consumption,Per capita net income,2090.1,Yuan
China,1997,Rural per capita consumption,"Pork, beef & mutton",12.72,Kilograms
China,1997,Rural per capita consumption,Poultry,2.36,Kilograms
China,1997,Rural per capita consumption,Sugar,1.35,Kilograms
China,1997,Rural per capita consumption,Vegetables,107.21,Kilograms
China,1997,Urban per capita consumption,Alcoholic beverages,9.55,Kilograms
China,1997,Urban per capita consumption,Aquatic products,9.3,Kilograms
China,1997,Urban per capita consumption,Beef & mutton,3.7,Kilograms
China,1997,Urban per capita consumption,Cigarettes,28.17,Boxes
China,1997,Urban per capita consumption,Edible vegetable oils,7.2,Kilograms
China,1997,Urban per capita consumption,Fresh eggs,11.13,Kilograms
China,1997,Urban per capita consumption,Grain,88.59,Kilograms
China,1997,Urban per capita consumption,Milk,5.92,Kilograms
China,1997,Urban per capita consumption,Per capita disposable income,5160.3,Yuan
China,1997,Urban per capita consumption,Per capita food expenditures,1942.6,Yuan
China,1997,Urban per capita consumption,Per capita living expenditures,4185.6,Yuan
China,1997,Urban per capita consumption,Pork,15.34,Kilograms
China,1997,Urban per capita consumption,Poultry,4.94,Kilograms
China,1997,Urban per capita consumption,Sugar,1.63,Kilograms
China,1997,Urban per capita consumption,Vegetables,113.34,Kilograms
China,1996,Agricultural inputs,Ag employment (primary industry),348.2,million
China,1996,Agricultural inputs,Compound fertilizer,7347,1000 tons
China,1996,Agricultural inputs,Cultivated land area,130039,1000 hectares
China,1996,Agricultural inputs,Irrigated area,50381.4,1000 hectares
China,1996,Agricultural inputs,Irrigated area by mech/elec pump,32891,1000 hectares
China,1996,Agricultural inputs,Nitrogenous fertilizer,21453,1000 tons
China,1996,Agricultural inputs,Pesticide use,1140.812,1000 tons
China,1996,Agricultural inputs,Phosphate fertilizer,6584,1000 tons
China,1996,Agricultural inputs,Potash fertilizer,2896,1000 tons
China,1996,Agricultural inputs,Rural electricity consumption,181.27,Billion kwh
China,1996,Agricultural inputs,Total fertilizer consumption,38279,1000 tons
China,1996,Agricultural inputs,Total power of ag machinery,38546.9,10000 kw
China,1996,Animals slaughtered,Camels,44,1000
China,1996,Animals slaughtered,Cattle,36511,1000
China,1996,Animals slaughtered,Donkeys,1972,1000
China,1996,Animals slaughtered,Hogs,526634,1000
China,1996,Animals slaughtered,Horses,1118,1000
China,1996,Animals slaughtered,Mules,567,1000
China,1996,Animals slaughtered,Sheep & goats,194261,1000
China,1996,Crop production,Apples,17047.25,1000 tons
China,1996,Crop production,Bananas,2535.591,1000 tons
China,1996,Crop production,Beans,17903,1000 tons
China,1996,Crop production,Citrus,8456.587,1000 tons
China,1996,Crop production,Corn,127470,1000 tons
China,1996,Crop production,Cotton,4203.163,1000 tons
China,1996,Crop production,Dates,778,1000 tons
China,1996,Crop production,Early rice,43982,1000 tons
China,1996,Crop production,Fiber crops,795,1000 tons
China,1996,Crop production,Fruit,46528.224,1000 tons
China,1996,Crop production,Grain,504535,1000 tons
China,1996,Crop production,Grapes,1883.142,1000 tons
China,1996,Crop production,Late rice,71811,1000 tons
China,1996,Crop production,Melons,29316,1000 tons
China,1996,Crop production,Middle rice,91608.2822,1000 tons
China,1996,Crop production,Millet,3572,1000 tons
China,1996,Crop production,Oil crops,22106,1000 tons
China,1996,Crop production,Peanuts,10139,1000 tons
China,1996,Crop production,Pears,5806.627,1000 tons
China,1996,Crop production,Pineapple,492,1000 tons
China,1996,Crop production,Rapeseed,9201,1000 tons
China,1996,Crop production,Rice,195103,1000 tons
China,1996,Crop production,Sesame seed,575,1000 tons
China,1996,Crop production,Sorghum,5676,1000 tons
China,1996,Crop production,Soybeans,13222,1000 tons
China,1996,Crop production,Sugar beets,16726,1000 tons
China,1996,Crop production,Sugar cane,66876,1000 tons
China,1996,Crop production,Sunflowerseed,1323.814,1000 tons
China,1996,Crop production,Tea,593,1000 tons
China,1996,Crop production,Tobacco,3234,1000 tons
China,1996,Crop production,Tubers,35360,1000 tons
China,1996,Crop production,Vegetables,303794,1000 tons
China,1996,Crop production,Vegetables & melons,333111,1000 tons
China,1996,Crop production,Wheat ,110580.106,1000 tons
China,1996,Crop sown area,Apples,2986,1000 hectares
China,1996,Crop sown area,Bananas,175,1000 hectares
China,1996,Crop sown area,Cereals,92208,1000 hectares
China,1996,Crop sown area,Citrus,1279,1000 hectares
China,1996,Crop sown area,Corn,24498,1000 hectares
China,1996,Crop sown area,Cotton,4722,1000 hectares
China,1996,Crop sown area,Early rice,8284,1000 hectares
China,1996,Crop sown area,Fiber crops,350,1000 hectares
China,1996,Crop sown area,Fruit orchards,8553,1000 hectares
China,1996,Crop sown area,Grain,112548,1000 hectares
China,1996,Crop sown area,Grapes,153,1000 hectares
China,1996,Crop sown area,Late rice,9094.6,1000 hectares
China,1996,Crop sown area,Medicinal crops,255,1000 hectares
China,1996,Crop sown area,Melons,1203,1000 hectares
China,1996,Crop sown area,Middle rice,14027.53,1000 hectares
China,1996,Crop sown area,Millet,1514.1,1000 hectares
China,1996,Crop sown area,Muskmelon,151.37,1000 hectares
China,1996,Crop sown area,Oil crops,12555,1000 hectares
China,1996,Crop sown area,Peanuts,3616,1000 hectares
China,1996,Crop sown area,Pears,931,1000 hectares
China,1996,Crop sown area,Rapeseed,6734,1000 hectares
China,1996,Crop sown area,Rice,31407,1000 hectares
China,1996,Crop sown area,Sesame seed,593.6,1000 hectares
China,1996,Crop sown area,Sorghum,1291.9,1000 hectares
China,1996,Crop sown area,Soybeans,7470.73,1000 hectares
China,1996,Crop sown area,Sugar beets,638,1000 hectares
China,1996,Crop sown area,Sugar cane,1189,1000 hectares
China,1996,Crop sown area,Sunflowerseed,689.34,1000 hectares
China,1996,Crop sown area,Tea,1103,1000 hectares
China,1996,Crop sown area,Tobacco,1853,1000 hectares
China,1996,Crop sown area,Total sown area,152381,1000 hectares
China,1996,Crop sown area,Tubers,9798,1000 hectares
China,1996,Crop sown area,Vegetables,10491,1000 hectares
China,1996,Crop sown area,Vegetables & melons,11693,1000 hectares
China,1996,Crop sown area,Watermelons,961,1000 hectares
China,1996,Crop sown area,Wheat ,29611,1000 hectares
China,1996,Government expenditures on agriculture,Ag production & operating expenses,51.007,Billion yuan
China,1996,Government expenditures on agriculture,Capital construction,14.151,Billion yuan
China,1996,Government expenditures on agriculture,Rural relief funds,4.391,Billion yuan
China,1996,Government expenditures on agriculture,Science & technology promotion & trials,0.494,Billion yuan
China,1996,Government expenditures on agriculture,Total government expenditures for agriculture,70.043,Billion yuan
China,1996,Industrial output of selected products,Beer,1681.91,10000 Kiloliters
China,1996,Industrial output of selected products,Canned food,2826.1,1000 tons
China,1996,Industrial output of selected products,Chemical fertilizers,28090,1000 tons
China,1996,Industrial output of selected products,Chemical fibers,3754.5,1000 tons
China,1996,Industrial output of selected products,Chemical pesticides,447.5,1000 tons
China,1996,Industrial output of selected products,Cigarettes,34019.2,1000 cases
China,1996,Industrial output of selected products,Cloth,20910,Million meters
China,1996,Industrial output of selected products,Cotton cloth,10563,Million meters
China,1996,Industrial output of selected products,Edible vegetable oils,9465.4,1000 tons
China,1996,Industrial output of selected products,Electricity,1081.31,Billion kwh
China,1996,Industrial output of selected products,Household refrigerators,9796.5,1000 units
China,1996,Industrial output of selected products,Knitting wool,482.5,1000 tons
China,1996,Industrial output of selected products,Liquor,8013.3,1000 tons
China,1996,Industrial output of selected products,Machine-made paper & paperboard ,26382,1000 tons
China,1996,Industrial output of selected products,Nitrogen fertilizer,21360.5,1000 tons
China,1996,Industrial output of selected products,Phosphate fertilizer,6511.7,1000 tons
China,1996,Industrial output of selected products,Silk,94.9,1000 tons
China,1996,Industrial output of selected products,Sugar,6402,1000 tons
China,1996,Industrial output of selected products,"Tractors, large and medium",83.7,1000 tons
China,1996,Industrial output of selected products,Woolen piece goods,459.5368,Million meters
China,1996,Industrial output of selected products,Yarn,5122.1,1000 tons
China,1996,Livestock inventories,Buffalo,21721,1000
China,1996,Livestock inventories,Camels,355,1000
China,1996,Livestock inventories,Cattle & buffalo,139812.7,1000
China,1996,Livestock inventories,Dairy cattle,4470,1000
China,1996,Livestock inventories,Donkeys,10733,1000
China,1996,Livestock inventories,Hogs,457357,1000
China,1996,Livestock inventories,Horses,10193,1000
China,1996,Livestock inventories,Large animals,166495,1000
China,1996,Livestock inventories,Mules,5401,1000
China,1996,Livestock inventories,Sheep & goats,303373,1000
China,1996,Livestock inventories,Yellow cattle,80770,1000
China,1996,Livestock products,Aquatic products,32880.9,1000 tons
China,1996,Livestock products,Beef ,4949,1000 tons
China,1996,Livestock products,Cow milk,6294,1000 tons
China,1996,Livestock products,Eggs,19540,1000 tons
China,1996,Livestock products,Meat,47726,1000 tons
China,1996,Livestock products,Mutton,2400,1000 tons
China,1996,Livestock products,Other milk,1064,1000 tons
China,1996,Livestock products,Pork ,40377,1000 tons
China,1996,Livestock products,Poultry,10746,1000 tons
China,1996,Macroeconomic data,Exchange rate,8.3142,Yuan per US$
China,1996,Macroeconomic data,"Exports: Edible oils, fats & waxes",376,Million U.S. dollars
China,1996,Macroeconomic data,Exports: Food & live animals used for food,10231,Million U.S. dollars
China,1996,Macroeconomic data,Exports: Tobacco & beverages,1342,Million U.S. dollars
China,1996,Macroeconomic data,GDP per capita,5845.886547,Yuan
China,1996,Macroeconomic data,GDP: Primary industry,1401.538999,Billion yuan
China,1996,Macroeconomic data,Gross domestic product,7117.659165,Billion yuan
China,1996,Macroeconomic data,"Gross output value: Ag, forestry & fisheries",2235.8,Billion yuan
China,1996,Macroeconomic data,Gross output value: Animal husbandry,6019.97,100 mil. yuan
